<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.05.18	10:10:00	1813.69	1813.69	1811.42	1811.47	406	0	3
2022.05.18	10:15:00	1811.47	1812.88	1811.47	1812.88	422	0	1
2022.05.18	10:20:00	1812.88	1814.82	1812.86	1814.59	434	0	0
2022.05.18	10:25:00	1814.59	1815.54	1814.46	1815.17	388	0	0
2022.05.18	10:30:00	1815.17	1816.73	1815.17	1816.01	414	0	0
2022.05.18	10:35:00	1815.96	1816.12	1814.99	1815.09	519	0	0
2022.05.18	10:40:00	1815.16	1816.09	1815.13	1815.44	499	0	9
2022.05.18	10:45:00	1815.44	1815.45	1814.25	1814.26	307	0	0
2022.05.18	10:50:00	1814.26	1816.03	1814.21	1816.00	283	0	3
2022.05.18	10:55:00	1816.00	1816.17	1815.21	1815.51	321	0	0
2022.05.18	11:00:00	1815.51	1816.44	1815.23	1816.04	398	0	2
2022.05.18	11:05:00	1816.04	1816.26	1814.78	1815.17	366	0	2
2022.05.18	11:10:00	1815.26	1816.86	1815.25	1816.66	384	0	0
2022.05.18	11:15:00	1816.66	1817.16	1816.07	1817.01	358	0	0
2022.05.18	11:20:00	1817.01	1817.02	1815.07	1815.81	316	0	0
2022.05.18	11:25:00	1815.81	1815.99	1814.72	1815.14	392	0	5
2022.05.18	11:30:00	1815.14	1815.71	1814.62	1814.93	369	0	9
2022.05.18	11:35:00	1814.94	1815.53	1813.62	1814.46	423	0	4
2022.05.18	11:40:00	1814.51	1815.48	1814.46	1815.04	352	0	7
2022.05.18	11:45:00	1815.04	1815.69	1814.81	1815.67	373	0	6
2022.05.18	11:50:00	1815.69	1815.97	1814.99	1815.16	404	0	1
2022.05.18	11:55:00	1815.16	1815.81	1814.83	1815.46	345	0	2
2022.05.18	12:00:00	1815.46	1815.98	1814.87	1814.92	385	0	3
2022.05.18	12:05:00	1814.93	1815.62	1814.12	1814.14	376	0	8
2022.05.18	12:10:00	1814.14	1815.53	1813.95	1814.83	426	0	0
2022.05.18	12:15:00	1814.83	1815.86	1814.33	1815.69	368	0	1
2022.05.18	12:20:00	1815.69	1815.96	1815.21	1815.53	385	0	3
2022.05.18	12:25:00	1815.53	1815.90	1815.34	1815.50	235	0	0
2022.05.18	12:30:00	1815.51	1819.05	1815.51	1818.98	476	0	0
2022.05.18	12:35:00	1818.96	1819.96	1818.84	1819.74	484	0	0
2022.05.18	12:40:00	1819.76	1820.22	1818.90	1819.04	362	0	6
2022.05.18	12:45:00	1819.04	1819.82	1819.03	1819.04	292	0	4
2022.05.18	12:50:00	1819.03	1819.29	1818.24	1818.97	387	0	6
2022.05.18	12:55:00	1818.96	1819.54	1818.54	1819.51	324	0	4
2022.05.18	13:00:00	1819.52	1820.39	1819.26	1820.32	383	0	0
2022.05.18	13:05:00	1820.32	1820.40	1819.13	1819.40	396	0	3
2022.05.18	13:10:00	1819.38	1819.39	1818.30	1818.43	287	0	0
2022.05.18	13:15:00	1818.43	1819.40	1818.30	1819.34	267	0	2
2022.05.18	13:20:00	1819.34	1819.73	1818.73	1819.33	285	0	8
2022.05.18	13:25:00	1819.33	1819.71	1819.13	1819.26	273	0	0
2022.05.18	13:30:00	1819.25	1819.82	1818.96	1819.53	276	0	8
2022.05.18	13:35:00	1819.45	1819.88	1818.95	1819.00	243	0	4
2022.05.18	13:40:00	1819.04	1819.07	1817.94	1818.03	351	0	0
2022.05.18	13:45:00	1818.03	1818.27	1817.03	1817.13	343	0	0
2022.05.18	13:50:00	1817.13	1817.44	1815.78	1816.70	450	0	0
2022.05.18	13:55:00	1816.69	1817.62	1816.33	1817.43	369	0	7
2022.05.18	14:00:00	1817.43	1817.51	1816.01	1816.07	351	0	3
2022.05.18	14:05:00	1816.07	1816.23	1815.00	1815.76	464	0	3
2022.05.18	14:10:00	1815.76	1816.18	1814.44	1814.62	426	0	0
2022.05.18	14:15:00	1814.62	1815.78	1814.43	1814.72	506	0	0
2022.05.18	14:20:00	1814.72	1815.84	1814.31	1814.34	458	0	1
2022.05.18	14:25:00	1814.31	1814.50	1812.61	1812.80	455	0	1
2022.05.18	14:30:00	1812.80	1814.02	1812.72	1813.13	336	0	6
2022.05.18	14:35:00	1813.13	1813.53	1811.31	1812.25	473	0	0
2022.05.18	14:40:00	1812.34	1812.74	1811.77	1811.97	337	0	4
2022.05.18	14:45:00	1811.97	1811.97	1811.14	1811.26	362	0	0
2022.05.18	14:50:00	1811.26	1811.27	1809.18	1810.20	555	0	0
2022.05.18	14:55:00	1810.20	1810.27	1807.74	1808.96	622	0	0
2022.05.18	15:00:00	1808.95	1811.86	1808.95	1811.65	633	0	0
2022.05.18	15:05:00	1811.65	1811.96	1808.62	1809.62	640	0	0
2022.05.18	15:10:00	1809.63	1810.02	1808.23	1809.34	606	0	0
2022.05.18	15:15:00	1809.37	1810.67	1807.32	1808.20	612	0	0
2022.05.18	15:20:00	1808.20	1810.22	1807.94	1809.50	674	0	4
2022.05.18	15:25:00	1809.50	1811.11	1808.67	1811.11	478	0	1
2022.05.18	15:30:00	1811.05	1811.31	1809.33	1810.41	646	0	1
2022.05.18	15:35:00	1810.40	1813.93	1810.40	1813.55	601	0	0
2022.05.18	15:40:00	1813.58	1814.63	1813.51	1813.51	669	0	0
2022.05.18	15:45:00	1813.51	1813.54	1812.19	1812.29	631	0	0
2022.05.18	15:50:00	1812.31	1813.21	1811.81	1812.00	565	0	0
2022.05.18	15:55:00	1812.13	1812.73	1810.79	1810.95	604	0	0
2022.05.18	16:00:00	1810.94	1814.34	1810.94	1814.09	687	0	0
2022.05.18	16:05:00	1814.02	1815.45	1813.65	1814.40	712	0	1
2022.05.18	16:10:00	1814.39	1815.07	1813.92	1814.39	567	0	2
2022.05.18	16:15:00	1814.37	1814.58	1813.31	1814.18	595	0	6
2022.05.18	16:20:00	1814.18	1814.53	1812.85	1813.19	616	0	9
2022.05.18	16:25:00	1813.18	1813.62	1812.19	1813.34	560	0	5
2022.05.18	16:30:00	1813.19	1814.74	1812.29	1813.81	797	0	7
2022.05.18	16:35:00	1813.81	1814.19	1812.32	1812.47	711	0	4
2022.05.18	16:40:00	1812.46	1815.81	1811.98	1814.43	970	0	3
2022.05.18	16:45:00	1814.43	1815.06	1812.48	1813.30	896	0	2
2022.05.18	16:50:00	1813.30	1813.98	1811.33	1811.38	731	0	1
2022.05.18	16:55:00	1811.39	1812.23	1809.82	1810.71	808	0	0
2022.05.18	17:00:00	1810.77	1812.79	1810.21	1812.75	832	0	6
2022.05.18	17:05:00	1812.76	1813.56	1811.67	1812.93	635	0	0
2022.05.18	17:10:00	1812.97	1813.75	1811.87	1812.71	554	0	0
2022.05.18	17:15:00	1812.71	1812.85	1811.69	1812.46	531	0	1
2022.05.18	17:20:00	1812.38	1813.71	1811.65	1812.12	568	0	0
2022.05.18	17:25:00	1812.12	1813.20	1811.86	1812.77	488	0	0
2022.05.18	17:30:00	1812.77	1814.20	1812.57	1813.42	697	0	1
2022.05.18	17:35:00	1813.39	1813.49	1810.64	1811.68	667	0	0
2022.05.18	17:40:00	1811.69	1814.87	1811.44	1813.59	671	0	0
2022.05.18	17:45:00	1813.57	1813.87	1811.52	1812.69	659	0	0
2022.05.18	17:50:00	1812.72	1813.57	1812.02	1813.54	607	0	0
2022.05.18	17:55:00	1813.53	1814.52	1813.16	1814.45	581	0	0
2022.05.18	18:00:00	1814.44	1814.91	1813.57	1813.98	616	0	5
2022.05.18	18:05:00	1813.99	1817.02	1813.75	1816.25	609	0	0
2022.05.18	18:10:00	1816.01	1816.47	1815.54	1816.22	505	0	5
2022.05.18	18:15:00	1816.22	1816.69	1814.38	1814.67	429	0	0
2022.05.18	18:20:00	1814.67	1816.19	1813.72	1816.12	581	0	4
2022.05.18	18:25:00	1816.12	1817.88	1815.11	1817.39	607	0	0
2022.05.18	18:30:00	1817.39	1819.32	1816.91	1818.88	689	0	4
2022.05.18	18:35:00	1818.87	1820.85	1818.54	1820.17	667	0	0
2022.05.18	18:40:00	1820.17	1824.20	1820.15	1822.72	756	0	0
2022.05.18	18:45:00	1822.73	1823.97	1822.37	1823.07	471	0	0
2022.05.18	18:50:00	1823.07	1824.53	1823.07	1823.59	472	0	0
2022.05.18	18:55:00	1823.61	1824.71	1823.38	1823.38	398	0	0
2022.05.18	19:00:00	1823.38	1823.47	1822.18	1822.67	457	0	0
2022.05.18	19:05:00	1822.67	1822.96	1821.10	1821.25	367	0	0
2022.05.18	19:10:00	1821.26	1821.74	1820.70	1820.90	465	0	0
2022.05.18	19:15:00	1820.91	1821.68	1820.36	1820.63	469	0	0
2022.05.18	19:20:00	1820.64	1820.89	1819.71	1820.77	472	0	4
2022.05.18	19:25:00	1820.77	1821.19	1820.57	1820.78	320	0	6
2022.05.18	19:30:00	1820.78	1821.27	1820.10	1820.98	363	0	0
2022.05.18	19:35:00	1820.97	1821.79	1820.40	1820.82	368	0	1
2022.05.18	19:40:00	1820.82	1821.97	1820.51	1821.58	342	0	0
2022.05.18	19:45:00	1821.59	1822.17	1820.80	1821.65	377	0	5
2022.05.18	19:50:00	1821.65	1822.52	1821.52	1821.79	411	0	0
2022.05.18	19:55:00	1821.79	1821.97	1820.80	1820.93	365	0	9
2022.05.18	20:00:00	1820.94	1821.17	1819.70	1820.10	521	0	4
2022.05.18	20:05:00	1820.10	1821.01	1819.78	1819.78	395	0	4
2022.05.18	20:10:00	1819.70	1820.34	1819.51	1819.51	301	0	0
2022.05.18	20:15:00	1819.51	1819.51	1817.91	1818.59	400	0	4
2022.05.18	20:20:00	1818.59	1818.90	1817.91	1818.04	266	0	0
2022.05.18	20:25:00	1818.04	1818.92	1817.38	1818.27	430	0	0
2022.05.18	20:30:00	1818.26	1818.35	1815.77	1816.55	388	0	0
2022.05.18	20:35:00	1816.55	1816.80	1815.65	1816.79	327	0	0
2022.05.18	20:40:00	1816.79	1816.79	1815.77	1816.24	313	0	0
2022.05.18	20:45:00	1816.24	1816.36	1815.45	1816.13	324	0	1
2022.05.18	20:50:00	1816.13	1817.95	1816.13	1817.60	411	0	0
2022.05.18	20:55:00	1817.60	1817.90	1817.31	1817.59	244	0	2
2022.05.18	21:00:00	1817.60	1817.60	1816.41	1816.56	317	0	2
2022.05.18	21:05:00	1816.56	1816.94	1815.99	1816.89	291	0	4
2022.05.18	21:10:00	1816.92	1817.35	1816.50	1816.77	322	0	0
2022.05.18	21:15:00	1816.78	1818.27	1816.52	1818.09	351	0	3
2022.05.18	21:20:00	1818.09	1818.96	1818.09	1818.28	294	0	1
2022.05.18	21:25:00	1818.28	1819.06	1818.08	1818.90	246	0	3
2022.05.18	21:30:00	1818.88	1819.37	1817.38	1818.45	305	0	4
2022.05.18	21:35:00	1818.47	1818.53	1817.45	1818.50	276	0	5
2022.05.18	21:40:00	1818.52	1819.04	1818.29	1818.36	251	0	2
2022.05.18	21:45:00	1818.36	1819.04	1817.81	1818.84	330	0	3
2022.05.18	21:50:00	1818.84	1819.68	1818.11	1819.58	260	0	0
2022.05.18	21:55:00	1819.58	1819.75	1818.40	1819.28	304	0	1
2022.05.18	22:00:00	1819.28	1821.05	1818.78	1820.83	371	0	1
2022.05.18	22:05:00	1820.83	1822.09	1820.83	1821.91	298	0	1
2022.05.18	22:10:00	1821.91	1821.94	1821.18	1821.28	248	0	5
2022.05.18	22:15:00	1821.28	1821.97	1821.26	1821.68	213	0	0
2022.05.18	22:20:00	1821.69	1821.69	1819.07	1819.07	226	0	5
2022.05.18	22:25:00	1819.07	1819.37	1818.72	1819.04	282	0	9
2022.05.18	22:30:00	1819.04	1819.10	1817.46	1817.51	344	0	9
2022.05.18	22:35:00	1817.50	1818.60	1817.46	1818.36	305	0	9
2022.05.18	22:40:00	1818.36	1818.49	1817.41	1817.41	338	0	9
2022.05.18	22:45:00	1817.39	1817.55	1815.52	1816.64	458	0	0
2022.05.18	22:50:00	1816.64	1816.98	1815.74	1816.23	357	0	0
2022.05.18	22:55:00	1816.23	1817.00	1815.91	1816.30	422	0	2
2022.05.18	23:00:00	1816.30	1816.46	1815.91	1816.29	298	0	14
2022.05.18	23:05:00	1816.29	1816.83	1816.19	1816.48	129	0	12
2022.05.18	23:10:00	1816.48	1816.85	1816.32	1816.84	121	0	14
2022.05.18	23:15:00	1816.85	1816.99	1816.77	1816.83	109	0	14
2022.05.18	23:20:00	1816.83	1816.89	1815.70	1815.86	137	0	14
2022.05.18	23:25:00	1815.86	1816.47	1815.81	1816.28	83	0	13
2022.05.18	23:30:00	1816.28	1816.59	1816.08	1816.36	85	0	14
2022.05.18	23:35:00	1816.36	1816.73	1816.19	1816.42	126	0	14
2022.05.18	23:40:00	1816.42	1816.52	1816.09	1816.52	72	0	13
2022.05.18	23:45:00	1816.62	1816.67	1816.29	1816.44	86	0	14
2022.05.18	23:50:00	1816.49	1817.40	1816.49	1817.35	101	0	14
2022.05.19	01:00:00	1816.31	1816.32	1816.23	1816.26	11	0	48
2022.05.19	01:05:00	1816.30	1816.33	1815.49	1815.49	108	0	14
2022.05.19	01:10:00	1815.54	1815.94	1815.44	1815.76	131	0	14
2022.05.19	01:15:00	1815.76	1816.31	1815.75	1816.17	162	0	14
2022.05.19	01:20:00	1816.18	1816.26	1815.76	1816.00	95	0	14
2022.05.19	01:25:00	1816.06	1816.17	1815.83	1816.11	93	0	14
2022.05.19	01:30:00	1816.12	1816.57	1816.11	1816.34	116	0	11
2022.05.19	01:35:00	1816.38	1816.88	1816.37	1816.80	123	0	14
2022.05.19	01:40:00	1816.79	1816.97	1816.68	1816.89	85	0	12
2022.05.19	01:45:00	1816.89	1817.37	1816.89	1817.18	79	0	5
2022.05.19	01:50:00	1817.19	1817.38	1817.17	1817.18	72	0	7
2022.05.19	01:55:00	1817.19	1817.48	1817.02	1817.20	77	0	9
2022.05.19	02:00:00	1817.20	1817.20	1816.69	1816.69	125	0	10
2022.05.19	02:05:00	1816.69	1816.72	1816.36	1816.49	111	0	11
2022.05.19	02:10:00	1816.43	1816.88	1816.39	1816.67	125	0	11
2022.05.19	02:15:00	1816.60	1817.03	1816.40	1816.83	163	0	13
2022.05.19	02:20:00	1816.83	1817.01	1816.63	1816.94	84	0	8
2022.05.19	02:25:00	1816.92	1817.11	1816.77	1817.11	60	0	6
2022.05.19	02:30:00	1817.11	1817.20	1816.92	1817.00	75	0	5
2022.05.19	02:35:00	1817.01	1817.09	1815.79	1816.16	178	0	9
2022.05.19	02:40:00	1816.10	1816.48	1816.05	1816.05	225	0	11
2022.05.19	02:45:00	1816.10	1816.61	1815.47	1816.34	352	0	11
2022.05.19	02:50:00	1816.36	1816.87	1816.13	1816.43	368	0	12
2022.05.19	02:55:00	1816.43	1816.75	1815.99	1816.51	273	0	14
2022.05.19	03:00:00	1816.51	1816.84	1815.09	1815.15	290	0	7
2022.05.19	03:05:00	1815.15	1815.20	1814.37	1814.88	396	0	5
2022.05.19	03:10:00	1814.87	1815.95	1814.58	1815.13	414	0	0
2022.05.19	03:15:00	1815.05	1815.87	1814.94	1815.75	324	0	7
2022.05.19	03:20:00	1815.75	1816.26	1815.58	1816.13	302	0	9
2022.05.19	03:25:00	1816.13	1816.13	1815.42	1815.73	365	0	9
2022.05.19	03:30:00	1815.76	1816.16	1815.52	1816.16	258	0	9
2022.05.19	03:35:00	1816.17	1816.19	1815.18	1815.54	241	0	7
2022.05.19	03:40:00	1815.55	1816.03	1815.13	1815.85	259	0	1
2022.05.19	03:45:00	1815.85	1815.99	1815.12	1815.41	280	0	7
2022.05.19	03:50:00	1815.45	1815.67	1814.93	1815.12	376	0	9
2022.05.19	03:55:00	1815.12	1815.43	1814.51	1814.85	386	0	9
2022.05.19	04:00:00	1814.86	1816.06	1814.36	1815.17	523	0	9
2022.05.19	04:05:00	1815.19	1815.73	1814.48	1814.53	309	0	9
2022.05.19	04:10:00	1814.60	1815.25	1814.52	1814.76	263	0	9
2022.05.19	04:15:00	1814.76	1815.69	1814.52	1815.69	238	0	3
2022.05.19	04:20:00	1815.69	1816.02	1815.12	1815.14	285	0	6
2022.05.19	04:25:00	1815.14	1815.42	1814.63	1814.63	319	0	4
2022.05.19	04:30:00	1814.63	1815.68	1813.85	1815.61	510	0	0
2022.05.19	04:35:00	1815.57	1816.64	1815.56	1816.52	274	0	6
2022.05.19	04:40:00	1816.52	1816.95	1816.08	1816.53	268	0	6
2022.05.19	04:45:00	1816.53	1816.72	1816.05	1816.25	222	0	0
2022.05.19	04:50:00	1816.25	1816.79	1815.70	1816.57	288	0	6
2022.05.19	04:55:00	1816.57	1816.68	1815.39	1815.48	236	0	6
2022.05.19	05:00:00	1815.48	1816.21	1815.29	1815.81	245	0	6
2022.05.19	05:05:00	1815.81	1816.27	1815.38	1815.62	195	0	6
2022.05.19	05:10:00	1815.63	1815.97	1815.14	1815.20	216	0	6
2022.05.19	05:15:00	1815.14	1815.33	1814.84	1815.01	163	0	6
2022.05.19	05:20:00	1815.01	1815.26	1814.66	1815.24	157	0	6
2022.05.19	05:25:00	1815.24	1815.50	1814.84	1815.50	140	0	0
2022.05.19	05:30:00	1815.49	1816.02	1815.25	1815.55	184	0	0
2022.05.19	05:35:00	1815.55	1816.04	1815.15	1815.91	175	0	5
2022.05.19	05:40:00	1815.91	1816.70	1815.88	1816.44	317	0	0
2022.05.19	05:45:00	1816.44	1816.74	1815.98	1816.08	364	0	9
2022.05.19	05:50:00	1816.09	1816.42	1815.99	1816.20	273	0	9
2022.05.19	05:55:00	1816.16	1816.17	1815.38	1815.39	237	0	9
2022.05.19	06:00:00	1815.38	1817.02	1815.37	1816.93	330	0	9
2022.05.19	06:05:00	1816.93	1817.69	1816.59	1816.65	295	0	5
2022.05.19	06:10:00	1816.65	1817.52	1816.46	1816.80	283	0	8
2022.05.19	06:15:00	1816.80	1817.14	1816.03	1816.23	274	0	9
2022.05.19	06:20:00	1816.23	1816.78	1816.06	1816.71	263	0	9
2022.05.19	06:25:00	1816.71	1816.86	1816.21	1816.21	242	0	9
2022.05.19	06:30:00	1816.21	1816.65	1815.87	1816.12	184	0	9
2022.05.19	06:35:00	1816.12	1816.68	1815.72	1816.53	277	0	0
2022.05.19	06:40:00	1816.53	1816.57	1815.61	1815.66	201	0	9
2022.05.19	06:45:00	1815.67	1815.87	1815.16	1815.71	250	0	5
2022.05.19	06:50:00	1815.71	1816.05	1815.51	1815.91	145	0	9
2022.05.19	06:55:00	1815.92	1816.31	1815.79	1816.16	137	0	9
2022.05.19	07:00:00	1816.17	1816.90	1816.12	1816.60	159	0	9
2022.05.19	07:05:00	1816.59	1817.22	1816.59	1816.94	166	0	8
2022.05.19	07:10:00	1816.94	1816.94	1816.31	1816.41	143	0	9
2022.05.19	07:15:00	1816.42	1816.84	1816.25	1816.60	123	0	8
2022.05.19	07:20:00	1816.60	1816.64	1816.20	1816.20	146	0	9
2022.05.19	07:25:00	1816.21	1816.35	1815.75	1815.76	118	0	9
2022.05.19	07:30:00	1815.76	1816.55	1815.67	1816.35	198	0	7
2022.05.19	07:35:00	1816.35	1816.55	1815.79	1816.30	235	0	0
2022.05.19	07:40:00	1816.30	1817.06	1816.09	1816.81	183	0	7
2022.05.19	07:45:00	1816.81	1817.35	1816.73	1817.12	172	0	9
2022.05.19	07:50:00	1817.14	1817.23	1815.85	1815.85	142	0	5
2022.05.19	07:55:00	1815.85	1815.85	1814.86	1815.39	259	0	6
2022.05.19	08:00:00	1815.39	1815.51	1814.93	1815.35	206	0	5
2022.05.19	08:05:00	1815.34	1815.34	1813.95	1814.35	304	0	4
2022.05.19	08:10:00	1814.35	1814.56	1813.96	1814.01	180	0	2
2022.05.19	08:15:00	1814.01	1814.70	1813.63	1814.70	180	0	0
2022.05.19	08:20:00	1814.65	1815.31	1813.91	1814.01	224	0	1
2022.05.19	08:25:00	1814.01	1814.80	1813.91	1814.02	265	0	2
2022.05.19	08:30:00	1814.01	1814.67	1813.65	1813.95	354	0	2
2022.05.19	08:35:00	1813.95	1814.40	1813.16	1813.40	434	0	2
2022.05.19	08:40:00	1813.40	1814.81	1813.33	1813.79	364	0	0
2022.05.19	08:45:00	1813.79	1814.92	1813.78	1814.87	352	0	0
2022.05.19	08:50:00	1814.87	1815.02	1813.78	1814.05	327	0	0
2022.05.19	08:55:00	1814.05	1814.51	1813.44	1813.84	389	0	0
2022.05.19	09:00:00	1813.84	1814.27	1813.04	1813.08	442	0	0
2022.05.19	09:05:00	1813.10	1814.00	1813.08	1813.90	301	0	0
2022.05.19	09:10:00	1813.91	1814.79	1813.90	1814.65	393	0	0
2022.05.19	09:15:00	1814.62	1814.80	1813.92	1813.98	320	0	0
2022.05.19	09:20:00	1813.97	1814.54	1813.54	1813.77	347	0	0
2022.05.19	09:25:00	1813.77	1814.04	1813.45	1813.90	348	0	0
2022.05.19	09:30:00	1813.90	1814.06	1813.26	1813.27	296	0	4
2022.05.19	09:35:00	1813.26	1813.86	1812.91	1813.65	278	0	0
2022.05.19	09:40:00	1813.58	1813.97	1812.88	1813.56	388	0	0
2022.05.19	09:45:00	1813.56	1814.85	1813.32	1814.83	463	0	0
2022.05.19	09:50:00	1814.78	1814.93	1813.84	1814.70	464	0	2
2022.05.19	09:55:00	1814.70	1814.83	1813.58	1813.59	335	0	1
2022.05.19	10:00:00	1813.58	1813.59	1812.01	1813.18	560	0	3
2022.05.19	10:05:00	1813.18	1813.96	1812.83	1813.47	542	0	2
2022.05.19	10:10:00	1813.49	1814.25	1812.71	1814.03	427	0	3
2022.05.19	10:15:00	1814.01	1815.16	1813.64	1815.05	440	0	0
2022.05.19	10:20:00	1815.06	1815.83	1814.46	1814.91	477	0	0
2022.05.19	10:25:00	1814.91	1815.11	1812.67	1812.86	517	0	0
2022.05.19	10:30:00	1812.86	1813.63	1811.89	1813.20	565	0	3
2022.05.19	10:35:00	1813.19	1813.44	1811.91	1811.91	569	0	5
2022.05.19	10:40:00	1811.91	1812.87	1811.54	1812.55	644	0	1
2022.05.19	10:45:00	1812.63	1813.21	1812.17	1813.19	552	0	0
2022.05.19	10:50:00	1813.19	1813.47	1811.52	1811.81	494	0	0
2022.05.19	10:55:00	1811.81	1813.72	1810.96	1813.37	625	0	4
2022.05.19	11:00:00	1813.37	1813.96	1812.54	1813.42	506	0	0
2022.05.19	11:05:00	1813.40	1813.63	1811.64	1812.79	433	0	3
2022.05.19	11:10:00	1812.79	1813.17	1811.75	1812.92	477	0	4
2022.05.19	11:15:00	1812.94	1813.11	1810.97	1813.11	475	0	0
2022.05.19	11:20:00	1813.11	1814.09	1812.88	1814.04	475	0	2
2022.05.19	11:25:00	1814.04	1814.59	1813.67	1814.01	404	0	0
2022.05.19	11:30:00	1814.01	1814.92	1813.84	1814.50	324	0	0
2022.05.19	11:35:00	1814.45	1814.97	1814.07	1814.95	354	0	0
2022.05.19	11:40:00	1814.95	1817.71	1814.91	1817.71	429	0	0
2022.05.19	11:45:00	1817.77	1823.01	1817.77	1821.70	740	0	0
2022.05.19	11:50:00	1821.72	1823.18	1821.27	1821.43	587	0	2
2022.05.19	11:55:00	1821.43	1822.94	1821.43	1822.93	547	0	0
2022.05.19	12:00:00	1822.94	1823.05	1821.62	1821.66	561	0	0
2022.05.19	12:05:00	1821.66	1826.56	1821.40	1826.18	727	0	1
2022.05.19	12:10:00	1826.18	1828.78	1825.31	1826.75	801	0	0
2022.05.19	12:15:00	1826.75	1826.78	1824.62	1825.23	509	0	0
2022.05.19	12:20:00	1825.23	1825.60	1823.78	1824.84	524	0	0
2022.05.19	12:25:00	1824.85	1826.06	1824.27	1824.87	460	0	6
2022.05.19	12:30:00	1824.86	1828.60	1824.63	1828.36	494	0	0
2022.05.19	12:35:00	1828.37	1828.43	1825.56	1826.13	447	0	0
2022.05.19	12:40:00	1826.03	1826.45	1825.54	1825.68	327	0	1
2022.05.19	12:45:00	1825.57	1827.40	1825.57	1826.79	399	0	0
2022.05.19	12:50:00	1826.81	1827.20	1825.83	1826.52	351	0	3
2022.05.19	12:55:00	1826.52	1830.45	1826.32	1830.12	505	0	0
2022.05.19	13:00:00	1830.12	1830.21	1827.73	1828.07	580	0	1
2022.05.19	13:05:00	1828.10	1830.25	1827.80	1830.11	467	0	1
2022.05.19	13:10:00	1830.11	1830.78	1828.90	1829.14	405	0	0
2022.05.19	13:15:00	1829.28	1829.51	1827.85	1827.89	344	0	0
2022.05.19	13:20:00	1827.89	1829.99	1827.56	1828.47	382	0	0
2022.05.19	13:25:00	1828.55	1828.67	1827.46	1827.94	243	0	0
2022.05.19	13:30:00	1827.94	1827.99	1826.41	1827.39	407	0	0
2022.05.19	13:35:00	1827.40	1828.28	1827.39	1828.01	317	0	0
2022.05.19	13:40:00	1828.01	1829.42	1827.98	1829.37	316	0	0
2022.05.19	13:45:00	1829.37	1829.56	1828.80	1829.56	400	0	0
2022.05.19	13:50:00	1829.53	1829.61	1828.69	1829.50	391	0	0
2022.05.19	13:55:00	1829.49	1829.58	1827.90	1828.70	471	0	0
2022.05.19	14:00:00	1828.71	1829.87	1828.70	1829.84	534	0	0
2022.05.19	14:05:00	1829.85	1832.31	1829.79	1830.37	498	0	0
2022.05.19	14:10:00	1830.42	1830.48	1828.68	1829.05	580	0	0
2022.05.19	14:15:00	1828.89	1830.20	1827.99	1829.73	427	0	0
2022.05.19	14:20:00	1829.74	1830.85	1829.36	1830.73	380	0	0
2022.05.19	14:25:00	1830.82	1831.72	1830.40	1830.90	418	0	0
2022.05.19	14:30:00	1830.90	1831.25	1829.69	1831.17	522	0	0
2022.05.19	14:35:00	1831.07	1832.42	1831.07	1831.37	480	0	0
2022.05.19	14:40:00	1831.38	1831.87	1829.99	1831.29	531	0	0
2022.05.19	14:45:00	1831.30	1831.68	1830.21	1831.17	444	0	0
2022.05.19	14:50:00	1831.17	1832.00	1830.75	1831.78	448	0	0
2022.05.19	14:55:00	1831.75	1831.76	1830.41	1830.85	477	0	0
2022.05.19	15:00:00	1830.84	1830.84	1829.47	1829.85	470	0	0
2022.05.19	15:05:00	1829.85	1830.45	1829.68	1829.93	452	0	0
2022.05.19	15:10:00	1829.93	1830.25	1828.97	1828.97	583	0	0
2022.05.19	15:15:00	1828.97	1829.39	1827.49	1828.52	426	0	0
2022.05.19	15:20:00	1828.54	1832.59	1828.54	1832.03	703	0	0
2022.05.19	15:25:00	1832.10	1833.34	1830.46	1833.34	455	0	0
2022.05.19	15:30:00	1833.34	1835.08	1832.91	1834.70	977	0	0
2022.05.19	15:35:00	1834.73	1841.19	1834.60	1840.40	1275	0	0
2022.05.19	15:40:00	1840.37	1840.74	1836.82	1837.28	898	0	0
2022.05.19	15:45:00	1837.28	1840.04	1837.18	1840.03	893	0	0
2022.05.19	15:50:00	1839.92	1841.50	1838.10	1839.43	1025	0	0
2022.05.19	15:55:00	1839.43	1839.54	1838.17	1838.34	795	0	4
2022.05.19	16:00:00	1838.40	1839.32	1836.85	1839.15	1110	0	0
2022.05.19	16:05:00	1839.17	1840.98	1839.10	1840.40	896	0	0
2022.05.19	16:10:00	1840.36	1841.23	1839.46	1840.80	691	0	0
2022.05.19	16:15:00	1840.80	1841.24	1839.69	1840.61	764	0	0
2022.05.19	16:20:00	1840.57	1841.45	1838.47	1838.99	799	0	0
2022.05.19	16:25:00	1838.99	1840.35	1837.66	1840.30	677	0	0
2022.05.19	16:30:00	1840.31	1840.31	1834.56	1835.20	1204	0	0
2022.05.19	16:35:00	1835.14	1836.00	1832.45	1835.10	1247	0	0
2022.05.19	16:40:00	1835.13	1839.40	1835.11	1838.34	1044	0	0
2022.05.19	16:45:00	1838.34	1841.35	1838.28	1838.95	1140	0	0
2022.05.19	16:50:00	1838.95	1840.74	1838.44	1839.77	909	0	0
2022.05.19	16:55:00	1839.79	1840.56	1837.81	1839.65	929	0	0
